func,prob,total_time,best_obj,best_bound,gap,preprocess_time,solution_time,callback_time,subproblem_time,callback_calls,num_separations,bb_nodes,num_variables,num_constraints,dp_num_nodes,dp_num_arcs,dp_num_paths,dp_unique_arcs,dp_unique_paths
dp_w10,mcp3-n080-r06-01,584.1673128083672,6768.0001,6768.0001,0.0,8.350860782,575.8164520263672,572.8040210480003,572.5113223509999,298,288,2536,302,296,174,379,300.0,,
dp_w10,mcp3-n080-r06-02,830.309840577122,6861.875150000003,6861.8751500000035,0.0,7.512368577,822.7974720001221,813.9362692139996,813.5804065839998,310,300,5777,305,307,177,409,320.0,,
dp_w10,mcp3-n080-r06-03,747.0657859255004,7743.555711111114,7743.555711111112,0.0,7.671150725,739.3946352005005,707.6190582049998,707.2464053959999,430,419,39280,303,299,175,517,429.0,,
dp_w10,mcp3-n080-r06-04,434.2191284525699,7233.800139999996,7233.800139999996,0.0,7.903700434,426.31542801856995,421.3892410730001,421.1531165790002,275,268,5268,307,296,179,363,278.0,,
dp_w10,mcp3-n080-r06-05,298.2591499820099,7322.000200000004,7322.000200000004,0.0,7.378382875,290.8807671070099,284.56973548800016,284.4382590739999,206,203,5815,304,300,176,301,223.0,,
dp_w10,mcp3-n080-r06-06,1423.2734856588245,7519.000100000005,7519.104983714617,1.3949157230719682e-5,8.412906645,1414.8605790138245,1409.8214968399998,1409.4200308309992,508,492,5370,304,296,176,586,504.0,,
dp_w10,mcp3-n080-r06-07,302.2159063723851,8034.000133333333,8034.000133333333,0.0,6.859257212,295.35664916038513,294.91162386200006,294.7889898529999,185,180,374,302,299,174,277,192.0,,
dp_w10,mcp3-n080-r06-08,935.0718709241241,6986.6668000000045,6986.6668000000045,0.0,7.3464669,927.7254040241241,925.4461955420004,925.0562960420003,435,423,2004,303,297,175,522,436.0,,
dp_w10,mcp3-n080-r06-09,678.1652028301886,7621.000100000008,7621.000100000008,0.0,9.010061715,669.1551411151886,662.4468984040004,662.23601794,302,296,7464,304,294,176,389,338.0,,
dp_w10,mcp3-n080-r06-10,600.4090074173444,8139.333477777788,8139.333477777788,0.0,7.858401405,592.5506060123444,591.377029757,591.1571833560001,256,249,741,302,295,174,345,264.0,,
dp_w10,mcp3-n080-r08-01,315.1635712200015,5005.500199999997,5005.500199999997,0.0,6.730642181,308.43292903900146,307.124091318,306.8757097399999,283,273,1160,302,256,174,363,283.0,,
dp_w10,mcp3-n080-r08-02,234.5343375224872,4628.0001999999995,4628.0001999999995,0.0,6.584673645,227.94966387748718,222.17067646100006,221.97804152199993,191,186,1403,308,260,180,275,198.0,,
dp_w10,mcp3-n080-r08-03,357.25590951941615,5122.000300000004,5122.000300000005,0.0,5.083577471,352.17233204841614,343.25836044700003,343.07757595599986,321,311,4713,296,259,168,400,335.0,,
dp_w10,mcp3-n080-r08-04,387.5863618011381,5605.000125000003,5605.1610275791645,2.8706971556276646e-5,5.411217844,382.17514395713806,361.15993629200017,360.87858038800005,407,390,26201,298,262,170,487,431.0,,
dp_w10,mcp3-n080-r08-05,336.3221925532089,4569.000100000001,4569.000100000001,0.0,7.199358586,329.12283396720886,324.32856861799996,324.07372160000006,307,297,4961,300,257,172,387,324.0,,
dp_w10,mcp3-n080-r08-06,403.5100441815865,4990.000133333331,4990.000133333331,0.0,5.995769346,397.51427483558655,380.939717249,380.74491948000014,295,287,23663,307,255,179,373,297.0,,
dp_w10,mcp3-n080-r08-07,358.8778652052411,4631.000100000001,4631.000100000001,0.0,6.61731113,352.2605540752411,313.16694718699995,312.9166567330003,301,289,30294,304,260,176,384,299.0,,
dp_w10,mcp3-n080-r08-08,245.1733144983656,4410.3751375,4410.3751375,0.0,7.805198358,237.3681161403656,232.11995553100002,231.88937758000003,262,256,2457,299,259,171,347,268.0,,
dp_w10,mcp3-n080-r08-09,221.7336634874137,5002.33351666666,5002.33351666666,0.0,5.980796504,215.7528669834137,215.02372651500008,214.81054096600005,231,225,602,303,256,175,313,247.0,,
